REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
R2,MINGASINT,2,2060,0.839414941
R2,MINGASINT,1,2061,0.839414941
R2,MINGASINT,2,2061,0.839414941
R2,MINGASINT,1,2062,0.839414941
R2,MINGASINT,2,2062,0.839414941
R2,MINGASINT,1,2063,0.839414941
R2,MINGASINT,2,2063,0.839414941
R2,MINGASINT,1,2064,0.839414941
R2,MINGASINT,2,2064,0.839414941
R2,MINGASINT,1,2065,0.839414941
R2,MINGASINT,2,2065,0.839414941
R2,MINGASINT,1,2066,0.839414941
R2,MINGASINT,2,2066,0.839414941
R2,MINGASINT,1,2067,0.839414941
R2,MINGASINT,2,2067,0.839414941
R2,MINGASINT,1,2068,0.839414941
R2,MINGASINT,2,2068,0.839414941
R2,MINGASINT,1,2069,0.839414941
R2,MINGASINT,2,2069,0.839414941
R2,MINGASINT,1,2070,0.839414941
R2,MINGASINT,2,2070,0.839414941
R2,MINOILNPL,1,2020,5.77733273
R2,MINOILNPL,2,2020,5.77733273
R2,MINOILNPL,1,2021,6.823794059
R2,MINOILNPL,2,2021,6.823794059
R2,MINOILNPL,1,2022,7.103273853
R2,MINOILNPL,2,2022,7.103273853
R2,MINOILNPL,1,2023,7.38989326
R2,MINOILNPL,2,2023,7.38989326
R2,MINOILNPL,1,2024,7.684447096
R2,MINOILNPL,2,2024,7.684447096
R2,MINOILNPL,1,2025,7.987553951
R2,MINOILNPL,2,2025,7.987553951
R2,MINOILNPL,1,2026,8.319519784
R2,MINOILNPL,2,2026,8.319519784
R2,MINOILNPL,1,2027,8.651485618
R2,MINOILNPL,2,2027,8.651485618
R2,MINOILNPL,1,2028,8.983451452
R2,MINOILNPL,2,2028,8.983451452
R2,MINOILNPL,1,2029,9.315417286
R2,MINOILNPL,2,2029,9.315417286
R2,MINOILNPL,1,2030,9.64738312
R2,MINOILNPL,2,2030,9.64738312
R2,MINOILNPL,1,2031,9.64738312
R2,MINOILNPL,2,2031,9.64738312
R2,MINOILNPL,1,2032,9.64738312
R2,MINOILNPL,2,2032,9.64738312
R2,MINOILNPL,1,2033,9.64738312
R2,MINOILNPL,2,2033,9.64738312
R2,MINOILNPL,1,2034,9.64738312
R2,MINOILNPL,2,2034,9.64738312
R2,MINOILNPL,1,2035,9.64738312
R2,MINOILNPL,2,2035,9.64738312
R2,MINOILNPL,1,2036,9.64738312
R2,MINOILNPL,2,2036,9.64738312
R2,MINOILNPL,1,2037,9.64738312
R2,MINOILNPL,2,2037,9.64738312
R2,MINOILNPL,1,2038,9.64738312
R2,MINOILNPL,2,2038,9.64738312
R2,MINOILNPL,1,2039,9.64738312
R2,MINOILNPL,2,2039,9.64738312
R2,MINOILNPL,1,2040,9.64738312
R2,MINOILNPL,2,2040,9.64738312
R2,MINOILNPL,1,2041,9.64738312
R2,MINOILNPL,2,2041,9.64738312
R2,MINOILNPL,1,2042,9.64738312
R2,MINOILNPL,2,2042,9.64738312
R2,MINOILNPL,1,2043,9.64738312
R2,MINOILNPL,2,2043,9.64738312
R2,MINOILNPL,1,2044,9.64738312
R2,MINOILNPL,2,2044,9.64738312
R2,MINOILNPL,1,2045,9.64738312
R2,MINOILNPL,2,2045,9.64738312
R2,MINOILNPL,1,2046,9.64738312
R2,MINOILNPL,2,2046,9.64738312
R2,MINOILNPL,1,2047,9.64738312
R2,MINOILNPL,2,2047,9.64738312
R2,MINOILNPL,1,2048,9.64738312
R2,MINOILNPL,2,2048,9.64738312
R2,MINOILNPL,1,2049,9.64738312
R2,MINOILNPL,2,2049,9.64738312
R2,MINOILNPL,1,2050,9.64738312
R2,MINOILNPL,2,2050,9.64738312
R2,MINOILNPL,1,2051,9.64738312
R2,MINOILNPL,2,2051,9.64738312
R2,MINOILNPL,1,2052,9.64738312
R2,MINOILNPL,2,2052,9.64738312
R2,MINOILNPL,1,2053,9.64738312
R2,MINOILNPL,2,2053,9.64738312
R2,MINOILNPL,1,2054,9.64738312
R2,MINOILNPL,2,2054,9.64738312
R2,MINOILNPL,1,2055,9.64738312
R2,MINOILNPL,2,2055,9.64738312
R2,MINOILNPL,1,2056,9.64738312
R2,MINOILNPL,2,2056,9.64738312
R2,MINOILNPL,1,2057,9.64738312
R2,MINOILNPL,2,2057,9.64738312
R2,MINOILNPL,1,2058,9.64738312
R2,MINOILNPL,2,2058,9.64738312
R2,MINOILNPL,1,2059,9.64738312
R2,MINOILNPL,2,2059,9.64738312
R2,MINOILNPL,1,2060,9.64738312
R2,MINOILNPL,2,2060,9.64738312
R2,MINOILNPL,1,2061,9.64738312
R2,MINOILNPL,2,2061,9.64738312
R2,MINOILNPL,1,2062,9.64738312
R2,MINOILNPL,2,2062,9.64738312
R2,MINOILNPL,1,2063,9.64738312
R2,MINOILNPL,2,2063,9.64738312
R2,MINOILNPL,1,2064,9.64738312
R2,MINOILNPL,2,2064,9.64738312
R2,MINOILNPL,1,2065,9.64738312
R2,MINOILNPL,2,2065,9.64738312
R2,MINOILNPL,1,2066,9.64738312
R2,MINOILNPL,2,2066,9.64738312
R2,MINOILNPL,1,2067,9.64738312
R2,MINOILNPL,2,2067,9.64738312
R2,MINOILNPL,1,2068,9.64738312
R2,MINOILNPL,2,2068,9.64738312
R2,MINOILNPL,1,2069,9.64738312
R2,MINOILNPL,2,2069,9.64738312
R2,MINOILNPL,1,2070,9.64738312
R2,MINOILNPL,2,2070,9.64738312
R2,MINOILINT,1,2020,0.866599909
R2,MINOILINT,2,2020,0.866599909
R2,MINOILINT,1,2021,1.023569109
R2,MINOILINT,2,2021,1.023569109
R2,MINOILINT,1,2022,1.065491078
R2,MINOILINT,2,2022,1.065491078
R2,MINOILINT,1,2023,1.108483989
R2,MINOILINT,2,2023,1.108483989
R2,MINOILINT,1,2024,1.152667064
R2,MINOILINT,2,2024,1.152667064
R2,MINOILINT,1,2025,1.198133093
R2,MINOILINT,2,2025,1.198133093
R2,MINOILINT,1,2026,1.247927968
R2,MINOILINT,2,2026,1.247927968
R2,MINOILINT,1,2027,1.297722843
R2,MINOILINT,2,2027,1.297722843
R2,MINOILINT,1,2028,1.347517718
R2,MINOILINT,2,2028,1.347517718
R2,MINOILINT,1,2029,1.397312593
R2,MINOILINT,2,2029,1.397312593
R2,MINOILINT,1,2030,1.447107468
R2,MINOILINT,2,2030,1.447107468
R2,MINOILINT,1,2031,1.447107468
R2,MINOILINT,2,2031,1.447107468
R2,MINOILINT,1,2032,1.447107468
R2,MINOILINT,2,2032,1.447107468
R2,MINOILINT,1,2033,1.447107468
R2,MINOILINT,2,2033,1.447107468
R2,MINOILINT,1,2034,1.447107468
R2,MINOILINT,2,2034,1.447107468
R2,MINOILINT,1,2035,1.447107468
R2,MINOILINT,2,2035,1.447107468
R2,MINOILINT,1,2036,1.447107468
R2,MINOILINT,2,2036,1.447107468
R2,MINOILINT,1,2037,1.447107468
R2,MINOILINT,2,2037,1.447107468
R2,MINOILINT,1,2038,1.447107468
R2,MINOILINT,2,2038,1.447107468
R2,MINOILINT,1,2039,1.447107468
R2,MINOILINT,2,2039,1.447107468
R2,MINOILINT,1,2040,1.447107468
R2,MINOILINT,2,2040,1.447107468
R2,MINOILINT,1,2041,1.447107468
R2,MINOILINT,2,2041,1.447107468
R2,MINOILINT,1,2042,1.447107468
R2,MINOILINT,2,2042,1.447107468
R2,MINOILINT,1,2043,1.447107468
R2,MINOILINT,2,2043,1.447107468
R2,MINOILINT,1,2044,1.447107468
R2,MINOILINT,2,2044,1.447107468
R2,MINOILINT,1,2045,1.447107468
R2,MINOILINT,2,2045,1.447107468
R2,MINOILINT,1,2046,1.447107468
R2,MINOILINT,2,2046,1.447107468
R2,MINOILINT,1,2047,1.447107468
R2,MINOILINT,2,2047,1.447107468
R2,MINOILINT,1,2048,1.447107468
R2,MINOILINT,2,2048,1.447107468
R2,MINOILINT,1,2049,1.447107468
R2,MINOILINT,2,2049,1.447107468
R2,MINOILINT,1,2050,1.447107468
R2,MINOILINT,2,2050,1.447107468
R2,MINOILINT,1,2051,1.447107468
R2,MINOILINT,2,2051,1.447107468
R2,MINOILINT,1,2052,1.447107468
R2,MINOILINT,2,2052,1.447107468
R2,MINOILINT,1,2053,1.447107468
R2,MINOILINT,2,2053,1.447107468
R2,MINOILINT,1,2054,1.447107468
R2,MINOILINT,2,2054,1.447107468
R2,MINOILINT,1,2055,1.447107468
R2,MINOILINT,2,2055,1.447107468
R2,MINOILINT,1,2056,1.447107468
R2,MINOILINT,2,2056,1.447107468
R2,MINOILINT,1,2057,1.447107468
R2,MINOILINT,2,2057,1.447107468
R2,MINOILINT,1,2058,1.447107468
R2,MINOILINT,2,2058,1.447107468
R2,MINOILINT,1,2059,1.447107468
R2,MINOILINT,2,2059,1.447107468
R2,MINOILINT,1,2060,1.447107468
R2,MINOILINT,2,2060,1.447107468
R2,MINOILINT,1,2061,1.447107468
R2,MINOILINT,2,2061,1.447107468
R2,MINOILINT,1,2062,1.447107468
R2,MINOILINT,2,2062,1.447107468
R2,MINOILINT,1,2063,1.447107468
R2,MINOILINT,2,2063,1.447107468
R2,MINOILINT,1,2064,1.447107468
R2,MINOILINT,2,2064,1.447107468
R2,MINOILINT,1,2065,1.447107468
R2,MINOILINT,2,2065,1.447107468
R2,MINOILINT,1,2066,1.447107468
R2,MINOILINT,2,2066,1.447107468
R2,MINOILINT,1,2067,1.447107468
R2,MINOILINT,2,2067,1.447107468
R2,MINOILINT,1,2068,1.447107468
R2,MINOILINT,2,2068,1.447107468
R2,MINOILINT,1,2069,1.447107468
R2,MINOILINT,2,2069,1.447107468
R2,MINOILINT,1,2070,1.447107468
R2,MINOILINT,2,2070,1.447107468
R2,MINOTHNPL,1,2020,5.77733273
R2,MINOTHNPL,2,2020,5.77733273
R2,MINOTHNPL,1,2021,6.823794059
R2,MINOTHNPL,2,2021,6.823794059
R2,MINOTHNPL,1,2022,7.103273853
R2,MINOTHNPL,2,2022,7.103273853
R2,MINOTHNPL,1,2023,7.38989326
R2,MINOTHNPL,2,2023,7.38989326
R2,MINOTHNPL,1,2024,7.684447096
R2,MINOTHNPL,2,2024,7.684447096
R2,MINOTHNPL,1,2025,7.987553951
R2,MINOTHNPL,2,2025,7.987553951
R2,MINOTHNPL,1,2026,8.319519784
R2,MINOTHNPL,2,2026,8.319519784
R2,MINOTHNPL,1,2027,8.651485618
R2,MINOTHNPL,2,2027,8.651485618
R2,MINOTHNPL,1,2028,8.983451452
R2,MINOTHNPL,2,2028,8.983451452
R2,MINOTHNPL,1,2029,9.315417286
R2,MINOTHNPL,2,2029,9.315417286
R2,MINOTHNPL,1,2030,9.64738312
R2,MINOTHNPL,2,2030,9.64738312
R2,MINOTHNPL,1,2031,9.64738312
R2,MINOTHNPL,2,2031,9.64738312
R2,MINOTHNPL,1,2032,9.64738312
R2,MINOTHNPL,2,2032,9.64738312
R2,MINOTHNPL,1,2033,9.64738312
R2,MINOTHNPL,2,2033,9.64738312
R2,MINOTHNPL,1,2034,9.64738312
R2,MINOTHNPL,2,2034,9.64738312
R2,MINOTHNPL,1,2035,9.64738312
R2,MINOTHNPL,2,2035,9.64738312
R2,MINOTHNPL,1,2036,9.64738312
R2,MINOTHNPL,2,2036,9.64738312
R2,MINOTHNPL,1,2037,9.64738312
R2,MINOTHNPL,2,2037,9.64738312
R2,MINOTHNPL,1,2038,9.64738312
R2,MINOTHNPL,2,2038,9.64738312
R2,MINOTHNPL,1,2039,9.64738312
R2,MINOTHNPL,2,2039,9.64738312
R2,MINOTHNPL,1,2040,9.64738312
R2,MINOTHNPL,2,2040,9.64738312
R2,MINOTHNPL,1,2041,9.64738312
R2,MINOTHNPL,2,2041,9.64738312
R2,MINOTHNPL,1,2042,9.64738312
R2,MINOTHNPL,2,2042,9.64738312
R2,MINOTHNPL,1,2043,9.64738312
R2,MINOTHNPL,2,2043,9.64738312
R2,MINOTHNPL,1,2044,9.64738312
R2,MINOTHNPL,2,2044,9.64738312
R2,MINOTHNPL,1,2045,9.64738312
R2,MINOTHNPL,2,2045,9.64738312
R2,MINOTHNPL,1,2046,9.64738312
R2,MINOTHNPL,2,2046,9.64738312
R2,MINOTHNPL,1,2047,9.64738312
R2,MINOTHNPL,2,2047,9.64738312
R2,MINOTHNPL,1,2048,9.64738312
R2,MINOTHNPL,2,2048,9.64738312
R2,MINOTHNPL,1,2049,9.64738312
R2,MINOTHNPL,2,2049,9.64738312
R2,MINOTHNPL,1,2050,9.64738312
R2,MINOTHNPL,2,2050,9.64738312
R2,MINOTHNPL,1,2051,9.64738312
R2,MINOTHNPL,2,2051,9.64738312
R2,MINOTHNPL,1,2052,9.64738312
R2,MINOTHNPL,2,2052,9.64738312
R2,MINOTHNPL,1,2053,9.64738312
R2,MINOTHNPL,2,2053,9.64738312
R2,MINOTHNPL,1,2054,9.64738312
R2,MINOTHNPL,2,2054,9.64738312
R2,MINOTHNPL,1,2055,9.64738312
R2,MINOTHNPL,2,2055,9.64738312
R2,MINOTHNPL,1,2056,9.64738312
R2,MINOTHNPL,2,2056,9.64738312
R2,MINOTHNPL,1,2057,9.64738312
R2,MINOTHNPL,2,2057,9.64738312
R2,MINOTHNPL,1,2058,9.64738312
R2,MINOTHNPL,2,2058,9.64738312
R2,MINOTHNPL,1,2059,9.64738312
R2,MINOTHNPL,2,2059,9.64738312
R2,MINOTHNPL,1,2060,9.64738312
R2,MINOTHNPL,2,2060,9.64738312
R2,MINOTHNPL,1,2061,9.64738312
R2,MINOTHNPL,2,2061,9.64738312
R2,MINOTHNPL,1,2062,9.64738312
R2,MINOTHNPL,2,2062,9.64738312
R2,MINOTHNPL,1,2063,9.64738312
R2,MINOTHNPL,2,2063,9.64738312
R2,MINOTHNPL,1,2064,9.64738312
R2,MINOTHNPL,2,2064,9.64738312
R2,MINOTHNPL,1,2065,9.64738312
R2,MINOTHNPL,2,2065,9.64738312
R2,MINOTHNPL,1,2066,9.64738312
R2,MINOTHNPL,2,2066,9.64738312
R2,MINOTHNPL,1,2067,9.64738312
R2,MINOTHNPL,2,2067,9.64738312
R2,MINOTHNPL,1,2068,9.64738312
R2,MINOTHNPL,2,2068,9.64738312
R2,MINOTHNPL,1,2069,9.64738312
R2,MINOTHNPL,2,2069,9.64738312
R2,MINOTHNPL,1,2070,9.64738312
R2,MINOTHNPL,2,2070,9.64738312
R2,MINOTHINT,1,2020,0.866599909
R2,MINOTHINT,2,2020,0.866599909
R2,MINOTHINT,1,2021,1.023569109
R2,MINOTHINT,2,2021,1.023569109
R2,MINOTHINT,1,2022,1.065491078
R2,MINOTHINT,2,2022,1.065491078
R2,MINOTHINT,1,2023,1.108483989
R2,MINOTHINT,2,2023,1.108483989
R2,MINOTHINT,1,2024,1.152667064
R2,MINOTHINT,2,2024,1.152667064
R2,MINOTHINT,1,2025,1.198133093
R2,MINOTHINT,2,2025,1.198133093
R2,MINOTHINT,1,2026,1.247927968
R2,MINOTHINT,2,2026,1.247927968
R2,MINOTHINT,1,2027,1.297722843
R2,MINOTHINT,2,2027,1.297722843
R2,MINOTHINT,1,2028,1.347517718
R2,MINOTHINT,2,2028,1.347517718
R2,MINOTHINT,1,2029,1.397312593
R2,MINOTHINT,2,2029,1.397312593
R2,MINOTHINT,1,2030,1.447107468
R2,MINOTHINT,2,2030,1.447107468
R2,MINOTHINT,1,2031,1.447107468
R2,MINOTHINT,2,2031,1.447107468
R2,MINOTHINT,1,2032,1.447107468
R2,MINOTHINT,2,2032,1.447107468
R2,MINOTHINT,1,2033,1.447107468
R2,MINOTHINT,2,2033,1.447107468
R2,MINOTHINT,1,2034,1.447107468
R2,MINOTHINT,2,2034,1.447107468
R2,MINOTHINT,1,2035,1.447107468
R2,MINOTHINT,2,2035,1.447107468
R2,MINOTHINT,1,2036,1.447107468
R2,MINOTHINT,2,2036,1.447107468
R2,MINOTHINT,1,2037,1.447107468
R2,MINOTHINT,2,2037,1.447107468
R2,MINOTHINT,1,2038,1.447107468
R2,MINOTHINT,2,2038,1.447107468
R2,MINOTHINT,1,2039,1.447107468
R2,MINOTHINT,2,2039,1.447107468
R2,MINOTHINT,1,2040,1.447107468
R2,MINOTHINT,2,2040,1.447107468
R2,MINOTHINT,1,2041,1.447107468
R2,MINOTHINT,2,2041,1.447107468
R2,MINOTHINT,1,2042,1.447107468
R2,MINOTHINT,2,2042,1.447107468
R2,MINOTHINT,1,2043,1.447107468
R2,MINOTHINT,2,2043,1.447107468
R2,MINOTHINT,1,2044,1.447107468
R2,MINOTHINT,2,2044,1.447107468
R2,MINOTHINT,1,2045,1.447107468
R2,MINOTHINT,2,2045,1.447107468
R2,MINOTHINT,1,2046,1.447107468
R2,MINOTHINT,2,2046,1.447107468
R2,MINOTHINT,1,2047,1.447107468
R2,MINOTHINT,2,2047,1.447107468
R2,MINOTHINT,1,2048,1.447107468
R2,MINOTHINT,2,2048,1.447107468
R2,MINOTHINT,1,2049,1.447107468
R2,MINOTHINT,2,2049,1.447107468
R2,MINOTHINT,1,2050,1.447107468
R2,MINOTHINT,2,2050,1.447107468
R2,MINOTHINT,1,2051,1.447107468
R2,MINOTHINT,2,2051,1.447107468
R2,MINOTHINT,1,2052,1.447107468
R2,MINOTHINT,2,2052,1.447107468
R2,MINOTHINT,1,2053,1.447107468
R2,MINOTHINT,2,2053,1.447107468
R2,MINOTHINT,1,2054,1.447107468
R2,MINOTHINT,2,2054,1.447107468
R2,MINOTHINT,1,2055,1.447107468
R2,MINOTHINT,2,2055,1.447107468
R2,MINOTHINT,1,2056,1.447107468
R2,MINOTHINT,2,2056,1.447107468
R2,MINOTHINT,1,2057,1.447107468
R2,MINOTHINT,2,2057,1.447107468
R2,MINOTHINT,1,2058,1.447107468
R2,MINOTHINT,2,2058,1.447107468
R2,MINOTHINT,1,2059,1.447107468
R2,MINOTHINT,2,2059,1.447107468
R2,MINOTHINT,1,2060,1.447107468
R2,MINOTHINT,2,2060,1.447107468
R2,MINOTHINT,1,2061,1.447107468
R2,MINOTHINT,2,2061,1.447107468
R2,MINOTHINT,1,2062,1.447107468
R2,MINOTHINT,2,2062,1.447107468
R2,MINOTHINT,1,2063,1.447107468
R2,MINOTHINT,2,2063,1.447107468
R2,MINOTHINT,1,2064,1.447107468
R2,MINOTHINT,2,2064,1.447107468
R2,MINOTHINT,1,2065,1.447107468
R2,MINOTHINT,2,2065,1.447107468
R2,MINOTHINT,1,2066,1.447107468
R2,MINOTHINT,2,2066,1.447107468
R2,MINOTHINT,1,2067,1.447107468
R2,MINOTHINT,2,2067,1.447107468
R2,MINOTHINT,1,2068,1.447107468
R2,MINOTHINT,2,2068,1.447107468
R2,MINOTHINT,1,2069,1.447107468
R2,MINOTHINT,2,2069,1.447107468
R2,MINOTHINT,1,2070,1.447107468
R2,MINOTHINT,2,2070,1.447107468
R2,MINPETNPL,1,2020,5.77733273
R2,MINPETNPL,2,2020,5.77733273
R2,MINPETNPL,1,2021,6.823794059
R2,MINPETNPL,2,2021,6.823794059
R2,MINPETNPL,1,2022,7.103273853
R2,MINPETNPL,2,2022,7.103273853
R2,MINPETNPL,1,2023,7.38989326
R2,MINPETNPL,2,2023,7.38989326
R2,MINPETNPL,1,2024,7.684447096
R2,MINPETNPL,2,2024,7.684447096
R2,MINPETNPL,1,2025,7.987553951
R2,MINPETNPL,2,2025,7.987553951
R2,MINPETNPL,1,2026,8.319519784
R2,MINPETNPL,2,2026,8.319519784
R2,MINPETNPL,1,2027,8.651485618
R2,MINPETNPL,2,2027,8.651485618
R2,MINPETNPL,1,2028,8.983451452
R2,MINPETNPL,2,2028,8.983451452
R2,MINPETNPL,1,2029,9.315417286
R2,MINPETNPL,2,2029,9.315417286
R2,MINPETNPL,1,2030,9.64738312
R2,MINPETNPL,2,2030,9.64738312
R2,MINPETNPL,1,2031,9.64738312
R2,MINPETNPL,2,2031,9.64738312
R2,MINPETNPL,1,2032,9.64738312
R2,MINPETNPL,2,2032,9.64738312
R2,MINPETNPL,1,2033,9.64738312
R2,MINPETNPL,2,2033,9.64738312
R2,MINPETNPL,1,2034,9.64738312
R2,MINPETNPL,2,2034,9.64738312
R2,MINPETNPL,1,2035,9.64738312
R2,MINPETNPL,2,2035,9.64738312
R2,MINPETNPL,1,2036,9.64738312
R2,MINPETNPL,2,2036,9.64738312
R2,MINPETNPL,1,2037,9.64738312
R2,MINPETNPL,2,2037,9.64738312
R2,MINPETNPL,1,2038,9.64738312
R2,MINPETNPL,2,2038,9.64738312
R2,MINPETNPL,1,2039,9.64738312
R2,MINPETNPL,2,2039,9.64738312
R2,MINPETNPL,1,2040,9.64738312
R2,MINPETNPL,2,2040,9.64738312
R2,MINPETNPL,1,2041,9.64738312
R2,MINPETNPL,2,2041,9.64738312
R2,MINPETNPL,1,2042,9.64738312
R2,MINPETNPL,2,2042,9.64738312
R2,MINPETNPL,1,2043,9.64738312
R2,MINPETNPL,2,2043,9.64738312
R2,MINPETNPL,1,2044,9.64738312
R2,MINPETNPL,2,2044,9.64738312
R2,MINPETNPL,1,2045,9.64738312
R2,MINPETNPL,2,2045,9.64738312
R2,MINPETNPL,1,2046,9.64738312
R2,MINPETNPL,2,2046,9.64738312
R2,MINPETNPL,1,2047,9.64738312
R2,MINPETNPL,2,2047,9.64738312
R2,MINPETNPL,1,2048,9.64738312
R2,MINPETNPL,2,2048,9.64738312
R2,MINPETNPL,1,2049,9.64738312
R2,MINPETNPL,2,2049,9.64738312
R2,MINPETNPL,1,2050,9.64738312
R2,MINPETNPL,2,2050,9.64738312
R2,MINPETNPL,1,2051,9.64738312
R2,MINPETNPL,2,2051,9.64738312
R2,MINPETNPL,1,2052,9.64738312
R2,MINPETNPL,2,2052,9.64738312
R2,MINPETNPL,1,2053,9.64738312
R2,MINPETNPL,2,2053,9.64738312
R2,MINPETNPL,1,2054,9.64738312
R2,MINPETNPL,2,2054,9.64738312
R2,MINPETNPL,1,2055,9.64738312
R2,MINPETNPL,2,2055,9.64738312
R2,MINPETNPL,1,2056,9.64738312
R2,MINPETNPL,2,2056,9.64738312
R2,MINPETNPL,1,2057,9.64738312
R2,MINPETNPL,2,2057,9.64738312
R2,MINPETNPL,1,2058,9.64738312
R2,MINPETNPL,2,2058,9.64738312
R2,MINPETNPL,1,2059,9.64738312
R2,MINPETNPL,2,2059,9.64738312
R2,MINPETNPL,1,2060,9.64738312
R2,MINPETNPL,2,2060,9.64738312
R2,MINPETNPL,1,2061,9.64738312
R2,MINPETNPL,2,2061,9.64738312
R2,MINPETNPL,1,2062,9.64738312
R2,MINPETNPL,2,2062,9.64738312
R2,MINPETNPL,1,2063,9.64738312
R2,MINPETNPL,2,2063,9.64738312
R2,MINPETNPL,1,2064,9.64738312
R2,MINPETNPL,2,2064,9.64738312
R2,MINPETNPL,1,2065,9.64738312
R2,MINPETNPL,2,2065,9.64738312
R2,MINPETNPL,1,2066,9.64738312
R2,MINPETNPL,2,2066,9.64738312
R2,MINPETNPL,1,2067,9.64738312
R2,MINPETNPL,2,2067,9.64738312
R2,MINPETNPL,1,2068,9.64738312
R2,MINPETNPL,2,2068,9.64738312
R2,MINPETNPL,1,2069,9.64738312
R2,MINPETNPL,2,2069,9.64738312
R2,MINPETNPL,1,2070,9.64738312
R2,MINPETNPL,2,2070,9.64738312
R2,MINPETINT,1,2020,0.866599909
R2,MINPETINT,2,2020,0.866599909
R2,MINPETINT,1,2021,1.023569109
R2,MINPETINT,2,2021,1.023569109
R2,MINPETINT,1,2022,1.065491078
R2,MINPETINT,2,2022,1.065491078
R2,MINPETINT,1,2023,1.108483989
R2,MINPETINT,2,2023,1.108483989
R2,MINPETINT,1,2024,1.152667064
R2,MINPETINT,2,2024,1.152667064
R2,MINPETINT,1,2025,1.198133093
R2,MINPETINT,2,2025,1.198133093
R2,MINPETINT,1,2026,1.247927968
R2,MINPETINT,2,2026,1.247927968
R2,MINPETINT,1,2027,1.297722843
R2,MINPETINT,2,2027,1.297722843
R2,MINPETINT,1,2028,1.347517718
R2,MINPETINT,2,2028,1.347517718
R2,MINPETINT,1,2029,1.397312593
R2,MINPETINT,2,2029,1.397312593
R2,MINPETINT,1,2030,1.447107468
R2,MINPETINT,2,2030,1.447107468
R2,MINPETINT,1,2031,1.447107468
R2,MINPETINT,2,2031,1.447107468
R2,MINPETINT,1,2032,1.447107468
R2,MINPETINT,2,2032,1.447107468
R2,MINPETINT,1,2033,1.447107468
R2,MINPETINT,2,2033,1.447107468
R2,MINPETINT,1,2034,1.447107468
R2,MINPETINT,2,2034,1.447107468
R2,MINPETINT,1,2035,1.447107468
R2,MINPETINT,2,2035,1.447107468
R2,MINPETINT,1,2036,1.447107468
R2,MINPETINT,2,2036,1.447107468
R2,MINPETINT,1,2037,1.447107468
R2,MINPETINT,2,2037,1.447107468
R2,MINPETINT,1,2038,1.447107468
R2,MINPETINT,2,2038,1.447107468
R2,MINPETINT,1,2039,1.447107468
R2,MINPETINT,2,2039,1.447107468
R2,MINPETINT,1,2040,1.447107468
R2,MINPETINT,2,2040,1.447107468
R2,MINPETINT,1,2041,1.447107468
R2,MINPETINT,2,2041,1.447107468
R2,MINPETINT,1,2042,1.447107468
R2,MINPETINT,2,2042,1.447107468
R2,MINPETINT,1,2043,1.447107468
R2,MINPETINT,2,2043,1.447107468
R2,MINPETINT,1,2044,1.447107468
R2,MINPETINT,2,2044,1.447107468
R2,MINPETINT,1,2045,1.447107468
R2,MINPETINT,2,2045,1.447107468
R2,MINPETINT,1,2046,1.447107468
R2,MINPETINT,2,2046,1.447107468
R2,MINPETINT,1,2047,1.447107468
R2,MINPETINT,2,2047,1.447107468
R2,MINPETINT,1,2048,1.447107468
R2,MINPETINT,2,2048,1.447107468
R2,MINPETINT,1,2049,1.447107468
R2,MINPETINT,2,2049,1.447107468
R2,MINPETINT,1,2050,1.447107468
R2,MINPETINT,2,2050,1.447107468
R2,MINPETINT,1,2051,1.447107468
R2,MINPETINT,2,2051,1.447107468
R2,MINPETINT,1,2052,1.447107468
R2,MINPETINT,2,2052,1.447107468
R2,MINPETINT,1,2053,1.447107468
R2,MINPETINT,2,2053,1.447107468
R2,MINPETINT,1,2054,1.447107468
R2,MINPETINT,2,2054,1.447107468
R2,MINPETINT,1,2055,1.447107468
R2,MINPETINT,2,2055,1.447107468
R2,MINPETINT,1,2056,1.447107468
R2,MINPETINT,2,2056,1.447107468
R2,MINPETINT,1,2057,1.447107468
R2,MINPETINT,2,2057,1.447107468
R2,MINPETINT,1,2058,1.447107468
R2,MINPETINT,2,2058,1.447107468
R2,MINPETINT,1,2059,1.447107468
R2,MINPETINT,2,2059,1.447107468
R2,MINPETINT,1,2060,1.447107468
R2,MINPETINT,2,2060,1.447107468
R2,MINPETINT,1,2061,1.447107468
R2,MINPETINT,2,2061,1.447107468
R2,MINPETINT,1,2062,1.447107468
R2,MINPETINT,2,2062,1.447107468
R2,MINPETINT,1,2063,1.447107468
R2,MINPETINT,2,2063,1.447107468
R2,MINPETINT,1,2064,1.447107468
R2,MINPETINT,2,2064,1.447107468
R2,MINPETINT,1,2065,1.447107468
R2,MINPETINT,2,2065,1.447107468
R2,MINPETINT,1,2066,1.447107468
R2,MINPETINT,2,2066,1.447107468
R2,MINPETINT,1,2067,1.447107468
R2,MINPETINT,2,2067,1.447107468
R2,MINPETINT,1,2068,1.447107468
R2,MINPETINT,2,2068,1.447107468
R2,MINPETINT,1,2069,1.447107468
R2,MINPETINT,2,2069,1.447107468
R2,MINPETINT,1,2070,1.447107468
R2,MINPETINT,2,2070,1.447107468
R2,MINURNNPL,1,2020,5
R2,MINURNNPL,2,2020,5
R2,MINURNNPL,1,2021,5
R2,MINURNNPL,2,2021,5
R2,MINURNNPL,1,2022,5
R2,MINURNNPL,2,2022,5
R2,MINURNNPL,1,2023,5
R2,MINURNNPL,2,2023,5
